     i	           x	          dx
  3478	  1.30124051	  0.07450905
  3479	  1.29711298	  0.09028702
  3480	  1.33534970	  0.06402501
  3481	  1.22739913	  0.08194009
  3482	  1.26388578	  0.05741482
  3483	  1.25774188	  0.06745336
  3484	  1.38754481	  0.08720518
  3485	  1.31611757	  0.08259704
  3486	  1.33676375	  0.08792471
  3487	  1.34644273	  0.05349505
  3488	  1.15590913	  0.09314972
  3489	  1.42151751	  0.14787018
  3490	  1.27674591	  0.07074694
  3491	  1.37172250	  0.05966542
  3492	  1.21478309	  0.07206724
  3493	  1.26944127	  0.07552700
  3494	  1.31366435	  0.04964990
  3495	  1.37678917	  0.05271654
  3496	  1.38855197	  0.05874934
  3497	  1.28442927	  0.07412974
  3498	  1.32179343	  0.06839991
  3499	  1.35790552	  0.10539906
  3500	  1.30760754	  0.11228448
  3501	  1.36444880	  0.07186583
  3502	  1.33834251	  0.08649468
  3503	  1.38343653	  0.07717560
  3504	  1.34591335	  0.05697337
  3505	  1.31023877	  0.06810271
  3506	  1.31850550	  0.08911861
  3507	  1.34574089	  0.08059966
  3508	  1.40119173	  0.15567006
  3509	  1.25207436	  0.08109928
  3510	  1.32015533	  0.09030805
  3511	  1.31456453	  0.10011760
  3512	  1.31423156	  0.09050219
  3513	  1.24205981	  0.05891896
  3514	  1.28222777	  0.08855348
  3515	  1.27477518	  0.09576176
  3516	  1.26993080	  0.04866751
  3517	  1.29123975	  0.04982238
  3518	  1.30225179	  0.05457994
  3519	  1.24547245	  0.04985684
  3520	  1.22712242	  0.10030409
  3521	  1.34237694	  0.08443530
  3522	  1.25592142	  0.07138683
  3523	  1.31780978	  0.06676879
  3524	  1.38082329	  0.04703763
  3525	  1.21381353	  0.08220950
  3526	  1.23053424	  0.05390110
  3527	  1.29650390	  0.09042983
  3528	  1.31567919	  0.08141520
  3529	  1.35975495	  0.08220884
  3530	  1.33186842	  0.07771749
  3531	  1.27189219	  0.04258649
  3532	  1.38607133	  0.07307617
  3533	  1.39012073	  0.06426001
  3534	  1.30818076	  0.09485634
  3535	  1.24718903	  0.08013810
  3536	  1.27717991	  0.06635556
  3537	  1.36608938	  0.05908750
  3538	  1.32694158	  0.04145060
  3539	  1.36278583	  0.06366536
  3540	  1.39265289	  0.05262983
  3541	  1.33972997	  0.07907745
  3542	  1.27890059	  0.08841793
  3543	  1.28119807	  0.06448448
  3544	  1.27456114	  0.07276731
  3545	  1.31390765	  0.09421957
  3546	  1.31294524	  0.06356641
  3547	  1.36725543	  0.06197820
  3548	  1.29926266	  0.10916474
  3549	  1.35483636	  0.05048508
  3550	  1.40412086	  0.06535777
  3551	  1.27209330	  0.05902889
  3552	  1.31711023	  0.07505216
  3553	  1.37058121	  0.04600297
  3554	  1.29428671	  0.08752922
  3555	  1.31801164	  0.09868263
  3556	  1.29174883	  0.11604128
  3557	  1.24472908	  0.07484920
  3558	  1.42115999	  0.07346789
  3559	  1.30563954	  0.06557619
  3560	  1.28097471	  0.05730860
  3561	  1.33092163	  0.06378070
  3562	  1.32268587	  0.08907483
  3563	  1.30527009	  0.05715249
  3564	  1.35274988	  0.05715817
  3565	  1.28747737	  0.04900290
  3566	  1.40537871	  0.07211573
  3567	  1.31642289	  0.07339567
  3568	  1.29113444	  0.11088977
  3569	  1.30379552	  0.08108137
  3570	  1.27678355	  0.05748766
  3571	  1.29067375	  0.07267873
  3572	  1.24541200	  0.12277237
  3573	  1.32218462	  0.10595890
  3574	  1.31214287	  0.03610021
  3575	  1.30079164	  0.08313854
  3576	  1.36685535	  0.04521298
  3577	  1.39479316	  0.08165032
  3578	  1.28584170	  0.05700141
  3579	  1.38010812	  0.05729392
  3580	  1.25263920	  0.06433253
  3581	  1.26020390	  0.07582725
  3582	  1.35782778	  0.07213697
  3583	  1.33525449	  0.06248476
  3584	  1.28469527	  0.06531875
  3585	  1.38480663	  0.10645014
  3586	  1.31076274	  0.08289752
  3587	  1.36076029	  0.08273197
  3588	  1.34660946	  0.07769294
  3589	  1.27488741	  0.05488721
  3590	  1.27172597	  0.08950017
  3591	  1.31411816	  0.08376090
  3592	  1.31065628	  0.04295660
  3593	  1.32722228	  0.07347388
  3594	  1.31041605	  0.05799834
  3595	  1.34671838	  0.08011076
  3596	  1.29674273	  0.07795100
  3597	  1.22915894	  0.05161610
  3598	  1.25254726	  0.11700056
  3599	  1.28262474	  0.06622170
  3600	  1.29127109	  0.09777408
  3601	  1.24521170	  0.08733896
  3602	  1.28462616	  0.06574110
  3603	  1.27522014	  0.08242679
  3604	  1.35228873	  0.06267534
  3605	  1.27428820	  0.18194534
  3606	  1.24863592	  0.12998745
  3607	  1.22774703	  0.09424937
  3608	  1.21027226	  0.05551950
  3609	  1.25639295	  0.06721606
  3610	  1.26284699	  0.06297784
  3611	  1.28343202	  0.04912778
  3612	  1.29908113	  0.06041863
  3613	  1.24614325	  0.06274697
  3614	  1.39095473	  0.11043908
  3615	  1.37484585	  0.09946942
  3616	  1.16409662	  0.10002593
  3617	  1.29950392	  0.07291478
  3618	  1.30595626	  0.07925156
  3619	  1.32707182	  0.05327365
  3620	  1.26877657	  0.08551455
  3621	  1.30983781	  0.09097849
  3622	  1.32985514	  0.05886691
  3623	  1.38093093	  0.07629623
  3624	  1.29333129	  0.06294905
  3625	  1.28489050	  0.08940552
  3626	  1.28083281	  0.08289357
  3627	  1.31911285	  0.08091702
  3628	  1.21791626	  0.08363755
  3629	  1.20503668	  0.12658116
  3630	  1.25550739	  0.10511109
  3631	  1.31800887	  0.07023387
  3632	  1.25450939	  0.05918298
  3633	  1.27145503	  0.06672537
  3634	  1.30717125	  0.07668564
  3635	  1.26532180	  0.08281671
  3636	  1.25312552	  0.05117242
  3637	  1.32045706	  0.08043019
  3638	  1.36246106	  0.05520049
  3639	  1.26265861	  0.08753770
  3640	  1.34452965	  0.11265389
  3641	  1.26932030	  0.06057600
  3642	  1.36157878	  0.07449092
  3643	  1.43245045	  0.09174933
  3644	  1.29683909	  0.05439165
  3645	  1.43010873	  0.08914278
  3646	  1.34698731	  0.08827123
  3647	  1.33908239	  0.06487983
  3648	  1.34991580	  0.08111989
  3649	  1.27084276	  0.05836023
  3650	  1.36578379	  0.09098920
  3651	  1.34530748	  0.12076862
  3652	  1.39026622	  0.07231646
  3653	  1.25900302	  0.06268953
  3654	  1.30746164	  0.06828606
  3655	  1.35831542	  0.09003782
  3656	  1.26464649	  0.09930204
  3657	  1.35499678	  0.09790865
  3658	  1.36033266	  0.08195105
  3659	  1.33355273	  0.07252308
  3660	  1.27688185	  0.05651169
  3661	  1.24808663	  0.06459876
  3662	  1.31440367	  0.09532741
  3663	  1.34064861	  0.06098049
  3664	  1.26358473	  0.07725399
  3665	  1.28053938	  0.08400841
  3666	  1.31991255	  0.06942060
  3667	  1.36543700	  0.05165078
  3668	  1.33725684	  0.08736516
  3669	  1.25908709	  0.09053603
  3670	  1.33985265	  0.08685668
  3671	  1.27289516	  0.08502983
  3672	  1.35620658	  0.05642774
  3673	  1.35863512	  0.06930810
  3674	  1.29458926	  0.06392319
  3675	  1.27697630	  0.06006308
  3676	  1.29918128	  0.06372892
  3677	  1.34684813	  0.07554183
  3678	  1.34324758	  0.05762683
  3679	  1.35602397	  0.06233433
  3680	  1.31277609	  0.07580297
  3681	  1.25453534	  0.07234146
  3682	  1.39507964	  0.08043078
  3683	  1.36741353	  0.07659408
  3684	  1.27272251	  0.05355332
  3685	  1.28554440	  0.06514839
  3686	  1.37059356	  0.06236456
  3687	  1.29409264	  0.11011093
  3688	  1.33016746	  0.07250563
  3689	  1.33176344	  0.10195930
  3690	  1.33308357	  0.11001221
  3691	  1.29629051	  0.07034465
  3692	  1.17280694	  0.08141839
  3693	  1.30206603	  0.07503608
  3694	  1.31940859	  0.07375588
  3695	  1.31863760	  0.06027571
  3696	  1.39319916	  0.07441278
  3697	  1.35940721	  0.09544734
  3698	  1.32939221	  0.06903786
  3699	  1.37455821	  0.08244790
  3700	  1.34637045	  0.07986343
  3701	  1.37307569	  0.07461627
  3702	  1.30751605	  0.07811130
  3703	  1.34269158	  0.05045385
  3704	  1.38347760	  0.07631920
  3705	  1.30115877	  0.05588943
  3706	  1.28352794	  0.07753382
  3707	  1.27566241	  0.06224341
  3708	  1.44667341	  0.11846058
  3709	  1.28520780	  0.08362209
  3710	  1.34638194	  0.09353390
  3711	  1.34809602	  0.06805845
  3712	  1.35685840	  0.05188624
  3713	  1.25643542	  0.07384502
  3714	  1.28552659	  0.07617551
  3715	  1.36768072	  0.05055105
  3716	  1.38466663	  0.15661511
  3717	  1.27731674	  0.08480801
  3718	  1.25308965	  0.08639539
  3719	  1.37147090	  0.07371781
  3720	  1.34107919	  0.09444565
  3721	  1.32560028	  0.05837821
  3722	  1.32153393	  0.04175295
  3723	  1.36839932	  0.12599388
  3724	  1.28031723	  0.05883903
  3725	  1.33361324	  0.07631913
  3726	  1.32636420	  0.06700028
  3727	  1.30692707	  0.09845580
  3728	  1.31731624	  0.07344802
  3729	  1.20602928	  0.13144799
  3730	  1.31651330	  0.04591717
  3731	  1.31678545	  0.09024473
  3732	  1.30461847	  0.05876553
  3733	  1.24698015	  0.12432325
  3734	  1.28678069	  0.07461901
  3735	  1.35102077	  0.07372387
  3736	  1.24966816	  0.10101348
  3737	  1.37753694	  0.07720837
  3738	  1.29405772	  0.07722856
  3739	  1.31835168	  0.08811227
  3740	  1.32211332	  0.07398073
  3741	  1.27219080	  0.06032684
  3742	  1.21294391	  0.05102971
  3743	  1.29892759	  0.09670787
  3744	  1.30380338	  0.05759869
  3745	  1.15985229	  0.12710490
  3746	  1.28165314	  0.10117876
  3747	  1.22782952	  0.09669761
  3748	  1.32167658	  0.05540867
  3749	  1.33907053	  0.05107148
  3750	  1.30835228	  0.05655311
  3751	  1.19838904	  0.09084923
  3752	  1.27356971	  0.07567434
  3753	  1.37644339	  0.08125744
  3754	  1.37742969	  0.07178077
  3755	  1.29600341	  0.10847345
  3756	  1.33332592	  0.06770404
  3757	  1.34948415	  0.10502871
  3758	  1.21519870	  0.07410837
  3759	  1.31304617	  0.05698359
  3760	  1.39497196	  0.11330098
  3761	  1.31829491	  0.06581621
  3762	  1.29010163	  0.06397579
  3763	  1.32750211	  0.10220091
  3764	  1.32747546	  0.07071326
  3765	  1.35498686	  0.05875918
  3766	  1.41017313	  0.07083686
  3767	  1.27120475	  0.08531935
  3768	  1.33757490	  0.06432272
  3769	  1.37614930	  0.08127074
  3770	  1.42716100	  0.09197973
  3771	  1.34186823	  0.06187821
  3772	  1.27963934	  0.06971311
  3773	  1.29940596	  0.09605668
  3774	  1.33287362	  0.05294239
  3775	  1.31950558	  0.06587956
  3776	  1.33940861	  0.10250217
  3777	  1.31229148	  0.06689607
  3778	  1.31833198	  0.09063522
  3779	  1.27621217	  0.08918507
  3780	  1.43020991	  0.06025134
  3781	  1.29359941	  0.10072702
  3782	  1.25967213	  0.07091918
  3783	  1.27382123	  0.10338509
  3784	  1.36376430	  0.07104322
  3785	  1.32462150	  0.06096959
  3786	  1.35826659	  0.06265061
  3787	  1.24917852	  0.06110818
  3788	  1.35854396	  0.08072856
  3789	  1.33000219	  0.04304047
  3790	  1.29758314	  0.05695532
  3791	  1.19322493	  0.08339788
  3792	  1.28593630	  0.05537887
  3793	  1.16630959	  0.14836174
  3794	  1.28686227	  0.05494651
  3795	  1.23920228	  0.08354724
  3796	  1.34365385	  0.07965058
  3797	  1.26505350	  0.06807330
  3798	  1.32875520	  0.08185109
  3799	  1.37508895	  0.07491587
  3800	  1.32058702	  0.07387805
  3801	  1.29378786	  0.12842830
  3802	  1.30072139	  0.11991056
  3803	  1.37158621	  0.13991628
  3804	  1.18845823	  0.09774692
  3805	  1.39764561	  0.06737875
  3806	  1.26320270	  0.06366893
  3807	  1.29622394	  0.06611260
  3808	  1.27039974	  0.08393949
  3809	  1.33573641	  0.08298406
  3810	  1.21930147	  0.06023515
  3811	  1.31886038	  0.06921597
  3812	  1.37659840	  0.06492251
  3813	  1.29246669	  0.07496968
  3814	  1.34878468	  0.08950237
  3815	  1.35116620	  0.06579281
  3816	  1.32108320	  0.07756042
  3817	  1.39021586	  0.09180624
  3818	  1.28775636	  0.10632561
  3819	  1.21369773	  0.08669656
  3820	  1.28972140	  0.12197725
  3821	  1.34002984	  0.09943019
  3822	  1.31123857	  0.04764144
  3823	  1.15084625	  0.07914444
  3824	  1.37411818	  0.09267587
  3825	  1.32363741	  0.08405579
  3826	  1.27158291	  0.04691846
  3827	  1.30747450	  0.05655150
  3828	  1.29885661	  0.06510808
  3829	  1.33612449	  0.06537973
  3830	  1.32742537	  0.07663834
  3831	  1.32288210	  0.06495734
  3832	  1.38367714	  0.03666687
  3833	  1.36256090	  0.06382575
  3834	  1.29406123	  0.09781453
  3835	  1.38911133	  0.07519502
  3836	  1.34185293	  0.06058636
  3837	  1.32973934	  0.07795153
  3838	  1.33947444	  0.05918000
  3839	  1.34325967	  0.06582840
  3840	  1.30440085	  0.08079859
  3841	  1.38926053	  0.04863015
  3842	  1.33382553	  0.06010220
  3843	  1.23257525	  0.04968785
  3844	  1.24092417	  0.07138968
  3845	  1.37230720	  0.06580907
  3846	  1.39150480	  0.09371216
  3847	  1.35865870	  0.10323917
  3848	  1.35425397	  0.10172401
  3849	  1.34562941	  0.14095258
  3850	  1.31066412	  0.06047262
  3851	  1.31160227	  0.05662394
  3852	  1.36273457	  0.10302442
  3853	  1.32828233	  0.06506922
  3854	  1.30200539	  0.06532718
  3855	  1.37411622	  0.07131231
  3856	  1.26559004	  0.09092018
  3857	  1.34637407	  0.05461048
  3858	  1.38517948	  0.06187233
  3859	  1.29632097	  0.06727243
  3860	  1.31485290	  0.09330302
  3861	  1.31906061	  0.06436997
  3862	  1.36049557	  0.05266545
  3863	  1.26746415	  0.07119742
  3864	  1.35880591	  0.09358139
  3865	  1.28574786	  0.13364040
  3866	  1.27015870	  0.07654014
  3867	  1.22713801	  0.06122011
  3868	  1.31147456	  0.04104155
  3869	  1.41849760	  0.05611296
  3870	  1.33709507	  0.04516918
  3871	  1.23426928	  0.05841423
  3872	  1.32030185	  0.05780945
  3873	  1.31580746	  0.04560430
  3874	  1.27267415	  0.08448122
  3875	  1.26010944	  0.06847729
  3876	  1.32124871	  0.06730276
  3877	  1.21083114	  0.09861384
  3878	  1.35511402	  0.07721798
  3879	  1.34437557	  0.09029210
  3880	  1.24907635	  0.08446226
  3881	  1.29970338	  0.07758213
  3882	  1.28721072	  0.04679847
  3883	  1.27309335	  0.04237227
  3884	  1.36351746	  0.07844181
  3885	  1.24641452	  0.09601832
  3886	  1.38144771	  0.13883354
  3887	  1.42856756	  0.11017973
  3888	  1.32706615	  0.05154685
  3889	  1.24552252	  0.04530394
  3890	  1.38794842	  0.13870258
  3891	  1.28952644	  0.13535583
  3892	  1.27582491	  0.06478278
  3893	  1.37647419	  0.05286785
  3894	  1.40300791	  0.07541958
  3895	  1.33305128	  0.04962426
  3896	  1.31262966	  0.07936818
  3897	  1.21299891	  0.08623926
  3898	  1.21303640	  0.05717924
  3899	  1.22778499	  0.05649701
  3900	  1.27154723	  0.07096956
  3901	  1.29820967	  0.07400516
  3902	  1.19373331	  0.07586014
  3903	  1.25759256	  0.08271006
  3904	  1.28993730	  0.05152501
  3905	  1.25647701	  0.07995295
  3906	  1.24007750	  0.09107766
  3907	  1.34146579	  0.06166750
  3908	  1.32913799	  0.07629589
  3909	  1.37910431	  0.06537440
  3910	  1.31902667	  0.05144168
  3911	  1.32813226	  0.07205027
  3912	  1.39787316	  0.03531024
  3913	  1.33187711	  0.05671382
  3914	  1.30479448	  0.07196637
  3915	  1.19419958	  0.06817682
  3916	  1.24918477	  0.06452632
  3917	  1.32868523	  0.10791692
  3918	  1.32276390	  0.05085374
  3919	  1.34632881	  0.07300876
  3920	  1.40142681	  0.05817004
  3921	  1.25886163	  0.07496027
  3922	  1.26253946	  0.07257729
  3923	  1.27264158	  0.07029423
  3924	  1.39357595	  0.04731756
  3925	  1.31841352	  0.08906359
  3926	  1.28884728	  0.09188007
  3927	  1.40514991	  0.03895293
  3928	  1.32924702	  0.05463933
  3929	  1.26895668	  0.05420777
  3930	  1.34756224	  0.06750330
  3931	  1.39171538	  0.08817308
  3932	  1.35782028	  0.07104970
  3933	  1.27673298	  0.07904227
  3934	  1.32867517	  0.06575400
  3935	  1.35606847	  0.08160721
  3936	  1.24834796	  0.10074867
  3937	  1.29453729	  0.06150330
  3938	  1.32390061	  0.08038001
  3939	  1.36868390	  0.08201368
  3940	  1.30072251	  0.05410488
  3941	  1.31732716	  0.06132444
  3942	  1.31031215	  0.08757763
  3943	  1.26848234	  0.06537239
  3944	  1.32956095	  0.07103599
  3945	  1.35460656	  0.07764622
  3946	  1.29607163	  0.09363303
  3947	  1.28228395	  0.07825678
  3948	  1.34149412	  0.10057173
  3949	  1.31731850	  0.06779662
  3950	  1.31312466	  0.06682741
  3951	  1.29977671	  0.06648654
  3952	  1.30217639	  0.06292991
  3953	  1.29616343	  0.06160543
  3954	  1.35675671	  0.07110789
  3955	  1.35624265	  0.07246848
  3956	  1.22488887	  0.08915397
  3957	  1.34951262	  0.04146788
  3958	  1.33340545	  0.06590629
  3959	  1.22563911	  0.05811709
  3960	  1.24431464	  0.07618697
  3961	  1.26153165	  0.06451868
  3962	  1.34899141	  0.05430613
  3963	  1.30265149	  0.06214857
  3964	  1.30817067	  0.05888470
  3965	  1.31764682	  0.04841700
  3966	  1.27185128	  0.11737901
  3967	  1.22617786	  0.10998127
  3968	  1.27947095	  0.08081204
  3969	  1.29732342	  0.13495410
  3970	  1.28490102	  0.12097954
  3971	  1.34388087	  0.09259619
  3972	  1.30009820	  0.12883616
  3973	  1.30512719	  0.08035085
  3974	  1.34023207	  0.07334087
  3975	  1.28137538	  0.05889206
  3976	  1.34627512	  0.07023716
  3977	  1.24018115	  0.05304659
  3978	  1.28116513	  0.08200351
  3979	  1.32864174	  0.05931959
  3980	  1.18997966	  0.06054765
  3981	  1.26491192	  0.10954615
  3982	  1.30765302	  0.07005385
  3983	  1.27773093	  0.09098473
  3984	  1.30084729	  0.06197498
  3985	  1.36272380	  0.05016604
  3986	  1.40685930	  0.03938653
  3987	  1.39963406	  0.09807885
  3988	  1.30724930	  0.06237462
  3989	  1.31114787	  0.05492833
  3990	  1.19342563	  0.10204123
  3991	  1.20357635	  0.06190119
  3992	  1.26188705	  0.06957539
  3993	  1.30108366	  0.06510801
  3994	  1.17841925	  0.09473338
  3995	  1.29164475	  0.07215801
  3996	  1.30638320	  0.05416684
  3997	  1.37806197	  0.07530481
  3998	  1.29134333	  0.11526684
  3999	  1.26370735	  0.06707125
  4000	  1.34107523	  0.07863859
  4001	  1.27496690	  0.07368260
  4002	  1.29303734	  0.05520320
  4003	  1.32143109	  0.05707262
  4004	  1.29237892	  0.06408475
  4005	  1.28392516	  0.07859648
  4006	  1.30780394	  0.06603414
  4007	  1.28181408	  0.09080322
  4008	  1.15644881	  0.13810683
  4009	  1.23378801	  0.10146854
  4010	  1.24987318	  0.06063544
  4011	  1.23965168	  0.09434782
  4012	  1.32603126	  0.05658715
  4013	  1.29232221	  0.05359064
  4014	  1.28954872	  0.07952353
  4015	  1.30743455	  0.08301460
  4016	  1.26993678	  0.09213355
  4017	  1.26110311	  0.04711964
  4018	  1.30312193	  0.10939103
  4019	  1.39468059	  0.08250544
  4020	  1.30688030	  0.06894593
  4021	  1.34819592	  0.07103451
  4022	  1.16914929	  0.11956425
  4023	  1.24141112	  0.05831519
  4024	  1.42254049	  0.09221073
  4025	  1.20535874	  0.05474683
  4026	  1.33339332	  0.05342517
  4027	  1.30396666	  0.07373873
  4028	  1.19190048	  0.07500476
  4029	  1.31171810	  0.08615835
  4030	  1.27814479	  0.06685244
  4031	  1.23147284	  0.05174374
  4032	  1.34785413	  0.06724152
  4033	  1.27320800	  0.09623074
  4034	  1.30350983	  0.07083357
  4035	  1.27734896	  0.08064160
  4036	  1.38549713	  0.06851464
  4037	  1.26755839	  0.05426400
  4038	  1.37556386	  0.07664587
  4039	  1.32803143	  0.05766658
  4040	  1.33217327	  0.08897961
  4041	  1.29939318	  0.13313249
  4042	  1.28781248	  0.07509348
  4043	  1.40018827	  0.05890736
  4044	  1.37387138	  0.07630330
  4045	  1.25621495	  0.04854383
  4046	  1.24266911	  0.13771882
  4047	  1.23537601	  0.08868747
  4048	  1.26488129	  0.05634982
  4049	  1.44671252	  0.09517814
  4050	  1.25543512	  0.06631545
  4051	  1.32810623	  0.04611839
  4052	  1.39645322	  0.08525580
  4053	  1.29855265	  0.06519076
  4054	  1.23970638	  0.04842968
  4055	  1.29492927	  0.07171280
  4056	  1.12393307	  0.09009065
  4057	  1.29761553	  0.08273826
  4058	  1.30238769	  0.05875259
  4059	  1.27219947	  0.08476232
  4060	  1.27089576	  0.06217542
  4061	  1.26514906	  0.05561698
  4062	  1.27178657	  0.06282467
  4063	  1.28954770	  0.06952227
  4064	  1.23313617	  0.09129430
